text	sentiment	emotion
دامك ماتدري خلك على حالك	n	Anger
انا اشهد انه معفن	n	Anger
ليش ماتبدل بالتصنيع افضلك	n	Anger
كل شركة ماتوزع ارباح او توزيع ارباحها اقل من 5٪ سنوي	n	Anger
بعته بقريح وحولت للتأمين العربيه . وافتكينا من هالخرتيت العلة	n	Anger
دعاية لا أكثر لسوق t a s i	n	Anger
حالياً نعم أفضل من الراجحي. سابقاً لا. الراجحي مؤخراً صار ثقيل جداً و بطيء. كلمة❌ كلمت✅	n	Anger
نومرسي يطبل للسهم مثل ماطبل لفيبكو	n	Anger
lat7 >> بلهجة التشاتات يعني لتح واللتح الشرب بكثره خلك على المحارب احسن	t	Anger
بالعكس اغلب الاسهم ماتحركت اللي تحرك الاسهم المنفوخه سابقا فقط	t	Anger
ايش اللي يخليك متأكد وتحلف بالله انه ليس دهون 😐 شيء غريب	n	Fear
هذا اذا قالوا لك الدلخ اذا حب يشارك وهو ماعنده الا الدجه هههههههههههههههههه	n	Anger
الحسد والجشع مالي بطنه تاسي	n	Anger
السهم غير جائز دوروا الحلال ورضى الرحمن	n	Anger
لاتنسى العموله كبيره على البعض	n	Anger
شركات ابو عمق ..	n	Anger
ياكثر معرفاته لشرا طبل ولا باع يرجف	n	Anger
المضارب زبال ويكرم الزبال عنه	n	Anger
صحيح كلامك هذا العضو دهون لا يعلم انه يناقض نفسه بكلامه	n	Anger
من يوم عرفتك وانت عجل سمين	p	Happiness
خليك في spk افضل	t	Anger
في كل مكان حتى منصة x تويتر شي غير طبيعي ولا يصدق	n	Anger
ليش الشركات العقارية لم تتفاعل مع مشاريع وزارة الإسكان ؟	n	Anger
اعجبتني التوصية لكن دخلت ملفك ولقيتك توصي على معظم أسهم السوق لذلك لا قيمة للتوصيات لأنه لابد يلقح أحدها	n	Anger
وش هالموضوع اللي لا له رجلين ولا راس	n	Anger
نزل السوق م اعجبكم ارتفع مااعجبكم اقترح على صانع السوق يمشيه عرضي	n	Anger
أسواق الأوراق المالية صنعة ! وليست طقطقة	t	Happiness
شكله مكثر الخل والشطه يوم يكتب ذا التغريده	n	Anger
اوسخ شاشة تداول للكمبيوتر شاشة الراجحي .. الاسعار مجانية ومباشرة في الاهلي والراجحي ...	n	Anger
وعليكم السلام ورحمة الله وبركاته جزاك الله خير اضف الكثير من يستبدل قول إن شاء الله ب اوكي وهذا خطأ	n	Happiness
جلد زائد عن اللزوم سوق معفن	n	Anger
غريب كل الاسهم اعطت الا الصادرات	n	Fear
من هو هذا العضو المطبل وذنب الهوامير	n	Anger
عافانا من الله من هالقناه	n	Anger
اوسخ شاشة تداول للكمبيوتر شاشة الاهلي	n	Anger
لم تواكب الارتفاع هي ومعادن	n	Sadness
مالك لواا هذا موجود وقدييييم منذ الأزل... ماهو شي جديد	t	Happiness
موضوعك يذكرني بشايب فيه امساك ومكثر الملوخيه لعل وعسى .... الله يرزقك لكن ليس وقتك بصدق موضوعك معقد	n	Sadness
السهم غير متوافق وفق قائمة العصيمي	n	Fear
صحيح اخي الكريم يعيبها بطئ حركتها	t	Anger
اي ابورفسه حق الصغار	n	Anger
كلام فاضي القطاع غير مستهدف	n	Anger
ويجيك واحد مايعرف يحلل القديم فضلا عن الجديد	n	Anger
محرقه هتلر ونسبه نعومي مكافئه الصناع	n	Anger
مع احترامي الشديد ، ايش الفايدة من موضوعك ،هل هذا منتدى اقتصادي والا سواليف	n	Anger
زبن جحش كثيرة فيه	n	Anger
اشوف فيه فلم هندي لطرد الشباب منه	n	Anger
ثاني مره يسويها يطلع ثم يدحدر في نفس الجلسة لو ثبت فوق كان ياسلام على الاقل تطمنا وزودنا الكمية	t	Fear
وش الفايده من الترشيح	n	Anger
فكنا من الذمة يابو سالم ، اشتر ورزقنا ورزقك على الله	n	Anger
مافيني من قرا موضوعك بس بارد على العنوان ان تاثير الخبر زي تاثير نمله طاحت في بحر !!	n	Anger
كيف ذلك موظفين ارامكووووووووووووو لديهم تامين وليس لدي ارامكو عقود مع مستشفيات ههههههههههههههههههههههه	t	Fear
الشركات تفضح العقار انخفاض اسعار البيع في قطاع الانشاء مع اني املك بالسهم ولكن اللهم زيد وبارك بالانخفاض	n	Anger
الله يمتعك بعقلك خلك بعيد	n	Anger
وشهو السهم انا مااحب حركات النص كم	n	Anger
سهم غريب ولا استفاد من طلعت السوق	n	Anger
المتحدة سهم خرثوة مع احترامي لك ولكلامك	n	Anger
لا اعتقد انها مستفيدة فهي تملك مولات وقامت بتاجير محلاتها وين الاستفادة بالموضوع	n	Anger
هههه هذا مهبول طلع بخساره من مسك ثم من سمو اكل رفس وضرب وانحاش الآن كاش وبداء يرجف هههههه	n	Anger
اي مستفيد الله يهديك	n	Anger
توك صغير عشان تفهم هالكلام	n	Anger
لا تقلد زينة الحياة لما قال اتحاد الخليج الصقريه للتامين وبالاخير طلع فشوش ههه	n	Anger
اجازة وكسل من الحين لا مانبي اجازة ورانا انجازات نحتاج للعمل بجد	n	Anger
هو يستحق ولكن مضاربه عديم الحس والا اسهم اتعس منه اعلى منه بالاسعار	n	Anger
مسوي ذكي ودبجوا جمجوم الججججحش 111 هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ههههههههههههههههههههههه 109	n	Anger
شر الكلام ما كثر و ضل !	n	Anger
الحره المتدواله بالسوق هي 21 مليون فقط يعني بتنضاف الخمسين مليون للتداول 😂 كلام غير صحيح	n	Anger
وين 2.5 شكلك تحلم اخوي	n	Anger
الزين زين ولو هو توه قاعد من النوم **** والشين شين ولو كحل عيونه كل يوم	t	Anger
الي يدخل ملفك راح يعرف أن موضوعك الحالي بخصوص جي أي جي هو أماني بدون علم	n	Anger
اكتب في خرائط جوجل (ملتقى مدينة المعرفة ) وشوف بعينك شوية مباني والكثير من الكلاب	t	Anger
هؤلاء اسمهم ... المنظرين .... يتكاثرون بشكل كبير ....	n	Anger
اطقع تطبيق في الشرق الاوسط وافريقيا وامريكيا اللاتينيه	n	Anger
السهر افة الطالب البليد	n	Anger
لا يغرك ترى فيه هوامير مخرفين مافي روسهم الا الدجيج جاك العلم	n	Anger
انت ترد على مين هههههههه وسالفة واطين يجون شياطين الإنس الي مااكثرهم بهالزمن ويفزعون لا ابليس	n	Anger
من كثر مواضيع التطبيل للتامين	n	Anger
ما نبي زياده يشيلون ال 15٪ وكثر خيرهم	n	Anger
ههههههههه هالمنتدى يفتي فيه حتى دهون	n	Happiness
السهم مغري للدخول ولكن مضارب السهم خمه ممل جدا جدا	n	Anger
الحسد و ليس غيره ...	n	Anger
أنعام التلاعب قبل تخفيض السعر لأن بعده السهم ما ارتفع	n	Anger
الدب يمكن ترويضه لكن الثور لا .. لأنه يهيج وبلا عقل	n	Anger
كذا مايصير سوق اسهم كذا جمعية خيرية 😂	n	Happiness
الغريب انك ماكتبت عنه الا بعد ما ارتفع ٥٪	n	Anger
لو كنت موظف بنك ترفض المكافئه وتردها لهم	n	Anger
ان تكون غرابا خير من ان تكون طبلة تطبل لاذناب الهوامير	n	Anger
لا الله يهديك سوقهم ممتاز خلنا نفتك منه	p	Anger
انشهد ان معك حق مين يسلم عقله لمثل هذي الخزعبلات	n	Anger
الاغلب يحرمها حتى علماء الازهر اصدروا بيان بعدم جوازها	n	Anger
اجل دعم وارتكاز انت وشخاميطك ههههههه السهم ماله الا يومين وسويت دعوم ومقاومات ههههههههههههههههههههههههه	n	Anger
عندها مشاكل وش تبي فيها	n	Anger
رغم ودك السيء الا انك افضل ممن يستفيد من الموضوع ولا يعقب	p	Anger
تدخل على تداولكم اختار التصويت وبعدها تضغط على جمعية التطويرية وتصوت بالرفض	n	Anger
كذبت ردودي الأولى عليك كان على بالي أن عندك علم، بعدين عرفت أنك من جنبها، فما أبي غيري ينغش فيك	n	Anger
سيب القطاع / لملاكه وشوف لك سهم من خارج القطاع عشان نرتاح من مواضيعك عن القطاع تحياتي لك بالتوفيق والمكسب	p	Anger
اللي كاتب الموضوع واللي يعلقون ذول طبعا مااشترو اسهم وتحسفو وطلعو لنا هالموضوع ههههههه	n	Anger
لا تتشمت اسال الله العافية اخي الكريم	n	Anger
يذبحون الطليان للضيوف حقين المعرض	t	Anger
القمية الدفتريه للشركة 7 هللات كم تبغون يكون سعرها	t	Fear
اشاعه اشاعه اشاعه . حساب أرامكو في توتر مافيه شي قوقل كذوب	n	Anger
اهب ماكذبك ياكذبان 😅	n	Anger
سعد الموسى ليه مذكور مع الملاك وهو اصفار😂	t	Happiness
حلوى وسلوى ما فيه شيء من الرخيص هل الباقه غاليه	n	Anger
ولاننسى ابن عمه اماك نفس الطينه	n	Anger
عاد ماحصلت الا الخرتيت الدرع	n	Anger
اعجب للمتداولين المتشائمين ، الشركات تحقق قمم تاريخية وهم مكانك راوح	n	Anger
يرى الان زياده مشاركات فقط موضوع داج اين الاداره عن امثال هولاء	n	Anger
هذي المرة الثانية لأحد المخالفين منهم عام 2012 م صدر بحقه حكم في مخالفة شبيهة بهذي	n	Anger
هذا صندوق مافيه الا اهله لعب عيني عينك يبون يجذبون الأنظار له	n	Anger
الجماعة ماقصروا فيك صراحة تستاهل هههههههههههههه دانتا تهزأت اوي اوي	p	Happiness
وسعر السهم 40 ريال قبل التحزئة هل ترى ان هذا مجزي!!!! أنا عن نفسي تكلفوا كثير بهذا المبلغ …	n	Anger
موضوع ما له قيمة	n	Anger
قصدك 58 واجد عليه حده 40 ريال وكثير عليه	n	Anger
مريض نفسي الله يشفيك	n	Anger
سبحان الله سهم مافيه بركه.. نزلت عليه اخبار إيجابية وهو لا حس ولا خبر	n	Anger
بعضهم متدربين ولهم مطبلين يزود حبه وينقص حبه المحللين المميزين معروفين ومحدودين فلا تشتت نفسك	t	Anger
ولا صفة من صفاتي اتمنى ان تكون في احد افراد اسرتي ابدا سواء ايجابية او سلبية !	t	Happiness
اتوقع سؤالك غير منطقي بتاتا	n	Anger
إذا أنت صاحب البحري فاختياراتك ممتازه بس التوقيت عندك خطأ	n	Anger
لانك متعود على الخساير ههههههههههههههههههههه	n	Anger
هالسهم مجفف عالاخر وشبع تجميع	n	Anger
التأمين العربية فحطت عليه	n	Anger
كلي ملح كلي ملح كلي ملح	t	Happiness
لو حطيت نسبة الربح افضل من الارباح لان ارباح 60 الف مقارنة براس مال 5 مليون تعتبر طفسه كمثال	n	Anger
عينو من الله خير وش ها الالفاظ	n	Anger
مرسول الارجاف هههههههه كل موضوع يفتي فيه وخذ ارجاف	n	Anger
تشب وجي ار جي دبلوا من قاعهم	p	Happiness
هذا الموضوع لا يصح وغير سليم ولا يتوافق مع سياسة المنتدى	n	Anger
تبي الصدق انا ماارتاح لمواضيعك يااخي بكيفي	n	Anger
انعام سهمي الغثيث شمس النايفات بترو رابغ كيان التصنيع والقائمه تطول	n	Anger
والله ما أخس من قديد الا عسفان…	n	Anger
النطيحه والمترديه لكن اذا لا بد هالسهمين بترورابغ .	n	Anger
وراوه سذا بدون رقيمه	n	Anger
السبب أن المهلة أطول بكثيييير فياخذون راحتهم ، طبعا ما عدا الشركات المحترمة .	n	Anger
ياليت ادارة اسمنت نجران تتعلم منهم	n	Anger
مافيه مقارنة بينهم فرق كبير في المعطيات المالية	n	Anger
قريت من اسباب الخساره الايقاف الغير مخطط لوحده تكسير الايثيان. معقوله مافيه تخطيط لشركه كبيره	n	Anger
ابو ٢٠ مليون رصيده والي ٣٠٠ مليون وووو واخرتها انفضحوا	n	Anger
تلقاهم مشغولين بالشرقيه الزراعيه يطبلون	n	Anger
جربوا غيره وبتعرفون الفرق	t	Happiness
لا طبعا لا يستحق	n	Anger
يارجال لو ماهمه السهم ما تابعه	n	Anger
صدقت. سحت في سحت	n	Anger
والله من الفضاوه بس تبي تشخمط هذا قسم اسهم الله يصلحك بس	n	Anger
ابعد عن البنوك وغني لها تحياتي	n	Fear
غير صحيح يبغى لها فكر	n	Anger
ههههه صح لسانك انشهد انه من فئة التيوس الله يكفينا شره	n	Fear
مرافق مثل اللي يقول مافي هاالبلد الا هاالولد السوق مليان شركات أفضل بكثير ..	n	Anger
اللهم صلي وسلم عليه بس الله يهديك لا تحط معلومات غير صحيحة	n	Anger
هو ودار الاركان فيها هوامير بس يبون توزيعات	t	Anger
اللي يسلم عقله لواحد مثلك مافي حسوفة مثلك وبخبرتك وين نلقى	n	Anger
وين تصريح ولي امرك يابابا هههههاكبر شوي وبعدها أرد عليك	n	Anger
قد وقد ماعندك ماعند جدتي	n	Anger
لو نسلم من التطبيل بس جلسه تحرك فيها وهو مجمد 4 سنوات هااتركوه من التطبيل طلبتكم ؟	n	Anger
يعني اعمار ماهم شركاء بالاصل	n	Anger
من الآخر: الرخيص رخيص ولو اغليته!!!	n	Anger
ليه تطهير من ايش تطهره	n	Anger
ارغب القديم وذلك لسهولته وصعوبة الجديد	t	Sadness
تقارن 738 مليون سهم مع 37 مليون سهم مقارنه غير عادله	n	Anger
مثل تطبيلك لموارد 😂😂😂	n	Anger
مستجين من الاعلان خسائر فلكية خسرت كثير ايام تداولها لو رجعت بيكون فرصة للتعويض بيكمل نسب مدة اسبوع	n	Sadness
قسم فيني غبنة غير طبيعية ويكند بيكون طويل علي على اساس يجي الاحد واحاول اعوض	n	Sadness
حدث العاقل بما يعقل نتائج هرفي في تدهور واضح الا في حالة رجوعه لللارقام والنتائج العالية..	n	Anger
شكل الخبيث براسه رقم سفلي بيجيه قبل انتعاش السهم من جديد	n	Anger
مامعنا حل الا نصبر وننتظر لعل ربك يفرجها ويفكنا من أنجس مضارب عرفه السوق.	n	Anger
الله يسمع منك يارب يبغى يطفش ملاك السهم بشتى الطرق لكن الله يعوض صبرنا خير	n	Anger
من الانهيار 2008م والسوق دمار وللحين عندنا ثقه برفع السوق الله يخارجنا وبس	n	Sadness
سوق المملكة العربية السعودية مظلوم رقمياًَ المفترض فوق 21000 بالراحة	n	Sadness
ان شالله ينفع مع هالسهم الهالك	n	Anger
بعد ورانا نزول ثاني ذا السوق اشغلنا متى عاد يدخل في موجه صاعده حقيقيه	n	Anger
السهم. نزل اليوم 123 هل يعود بنا 133 السهم وصل 129 لكن. غثنا ورجع 124 ماندري يجمع ولا وش يسوى	n	Anger
شف اعلانه الاخير في الربع الثالث عكس التوقعات	n	Sadness
ليتك ماكتبت السطرين قبل الاخير	n	Anger
الله يشفيك شكلك مبتلى	n	Sadness
للاسف لا هامور خضر ولا علم خضر	n	Sadness
خسارة فوق40% الله يعوضهم	n	Sadness
هذا اللي خسرني امس واليوم سعر الشراء ٣٤ريال سعر إغلاق ٣٢.٨٠ ريال	n	Sadness
عذيب اربكة اسهم المضاربة خلها تهدئ شوي و تظبط انابيب	n	Anger
س : ما سبب الهبوط المظلي ل سهم مصرف الراجحي !	t	Fear
السهم مالياً سيء فنياً ماشفت شارته	n	Sadness
افلم فيه بن صخـيبر من حر ماتونس يالشثري	n	Anger
لازم يعوض الخسارة الفادحة في شركة لوسين	n	Sadness
بالضبط هذا الي حصل لي الله لا يوفقهم في هذي الدنيا	n	Anger
عساه بالفقر بين عيونه اللي قاله ، قل آمين اشك انه انت اللي خارج السوق	n	Anger
70 الف برميل ماتغطي محطة من محطات الدريس سنة مايبذك الا اردى الدبش	n	Anger
رفع الديزل يجعل الشركات الاجنببه تهون عن قرارها فالمفروض ماترفعه بالوقت الحالي	n	Anger
معادن وراه الصندوق وهو مايوزع ارباح منذو تأسسة الشركة نسمع جعجعه ولا .... اماك مع نفسه مضارب حسود يوزع ارباح	n	Anger
المشكله في مجلس ادارته عسى الله يبليهم بفاجعة المال والولد	n	Sadness
وهل الحقائق اصبحت ارجااااااااااااااااااااااااااااااااااااااااف	n	Fear
حياتي كلها في الاسهم عمري ما شفت مثله مجنون ومعتوه	n	Anger
لانهم عارفين ان الاغلب متعلق ومنتف ولو ان اللي جالس يضغط عنده شك ان اسهمه راح تطير كان ماضغط	n	Anger
حرام عليك يابوسالم خل الصناديق تترزق منا عليهم قصور الايام ذي	n	Anger
ياخي انت مواضيع دائم فيها ذكر شؤم وبث اليأس في القطاع اتق الله يوم لا ينفع مال وبنون	n	Anger
سهم معاكس السوق بانخفاضه والسوق يرتفع	n	Anger
اسيج وسايكو اوقح سهمين وابخل مضاربين	n	Anger
الله يشغلهم كرهو الناس بالسهم	n	Anger
الملاك لايملكون كميات وملاك عنايه ماعتقد فيهم اهبل يقبل حرق 50٪ من محفظته	n	Anger
انت عساك من هذا الحال ورد لو سمعنا كلامك وارجافك بعنا في خساره عساك الخساير الي ماتطلع منها	n	Anger
وشوله اكتتاب ويمسكون فلوسنا يحطون لكل واحد سهم وخلصنا	n	Anger
توصية ممتازة ، جاب ريال واحد خلال اسبوعين وفي يوم واحد يخسره . امحق من سهم غثيث !!!!	n	Anger
ظغطنا الله يظغطه استغفر الله العظيم شركات التأمين مبدعه والمروح وانتم بكرامه يتفرج	n	Anger
باختصار انت كذبت في الماضي وستظل كذاب	n	Anger
تدوير وسيولة بيع صادونا	n	Fear
معكم معكم في كل ما تقولون سهم دمار شامل .. كامل حسبي الله على من خلى السهم مكروه بهذه الطريقة	n	Anger
لا … السوق يدار بالريموت كنترول !	n	Anger
عندك قطاع الريتات باكمله وقطاع البتروكيماويات كلهم ما تحركو كلهم مضيعه للوقت	n	Anger
الظاهر المحافظ حقت الصغار مكشوفه عند الكبار وهيئة السوق له اليد الطويله من نشكي اذ صارو الكبار اذناب مشكل كبير	n	Anger
مسيطرين على أموالنا وقف النظام عذر غير مقبول	n	Anger
العالم على ابواب ازمه عالمية والحبايب يطالبون بتوزيع ارباح حلوووو	n	Sadness
مايحدث في السهم بشكل خاص واسهم القطاع بشكل عام مبالغ فيه.. لمصلحة من يحدث ذلك؟!	n	Anger
بدأ التطبيل ابشروا بالخساير والتعليق	n	Anger
وقال محللون/ أنك أسوأ عضو في المنتدى وذكر بعضهم أنك جاي للتطيبل مطفي منور	n	Anger
معقوله الاعضا المميزين ذول عندهم صلاحيات تعديل وحذف المشاركات؟؟ هزلت ورب الكعبه	n	Anger
اسال ايلون ماسك هو اللي بيدمر شركات الاتصالات	n	Anger
خذوا عبره من سهم الصقربعد رفض الاندماج	n	Sadness
لا واضح العاده 8 او 10 هللات زي وجيهم طلوع نزول اليوم من زود التناحه اربع هللالت وبعد نزول فقط	n	Anger
تلاعب بالأرقام لصالح صناديق اليهود يتلاعبون بعشرات المليارات ويستفيدون بالتلاعب بهز المؤشرات اليهود ملوك الربا والبورصات	n	Anger
خله يرش نفسه بالأخير اللي بيجري علينا بيجري عليه اكبر لانه يملك كمية اكثر	n	Anger
وبحول الله وقوته لن يتم	n	Sadness
الحين سيوله عاليه بدون اي فايده بالعكس خساير	n	Sadness
لماذا لا يرفعونها دفعة واحدة وخلاص	t	Anger
ما حلت على السوق بخير شركة تعبث بالسوق وشركاته حسبنا الله عليهم ونعم الوكيل ...	n	Anger
السبب البنك صانع السوق وموظفيه شراء كميات ثم رشه بدون عمولة بعدما صرحت الهيئة قبل ستة أشهر وهذه طريقتهم	n	Anger
وش هالاسعار هذي انتفاخ غير طبيعي من بيدخل ب هالاسعار لنكن واقعيين	n	Anger
متعطل يوم كامل يعني ؟؟ حسبي الله عليهم	n	Anger
أين الفائدة من المنحة إذا كان المحصلة هي رأس المال السابق؟ المفروض تكون المنحة ربح وزيادة	n	Anger
مضاربه غثيث يرتفع 3ريال وفي لحظة ينزله ريالين	n	Anger
مشكلة السهم هذا مضاربه او الصندوق الي مستحوذ عليه الله يصلح حاله مايبغى السهم يرتفع	n	Anger
مصر على انزال السهم وضاغط بكل خسه ونذاله هل من محاسبه لهذا المسؤول عن دمار السهم والضرر بالمساهمين	n	Anger
الله ينتقم من مضاربه سحب بنا تسحيب ونتفنا	n	Anger
شيلو عروضكم دمرتو السهم	n	Anger
المشكلة حدود 19٪ من اسهم الحقوق عدد مو بسيط اتوقع انه من الجهل وقلة الوعي عند المساهمين	n	Anger
ان شاء الله ما رايح يندمج الجميع يصوت بالرفض مثل امانه	n	Sadness
آمين الله يرجه ويرج اللي على بالي ويسلط عليه قول آآآآآمين ياأستاااذالغرااام	n	Anger
وبعدين معك طولتها كثير الي اين تذهب بنا ولكن تذكر لن اعطيك سهما واحدا ابدا ابدا	n	Anger
هانت صحيح طفشنا بس أغلبوهم بالجلوس يغلبوكم بالفلوس	n	Anger
هذا يعني ان الصندوق اذا كان في السهم دمره	n	Anger
الحل حظر عن الجوال ما يدخل المنتدى نهائي	n	Anger
السهم قلب احمر رش عنيف وعروض قويه قايلك لا تلحقني	n	Anger
اشغلتك اجل وانت تضلل الناس وتخسرهم بتوصيات فاشلة مستحيل اشتري على كلام غير المحللين الأكفاء الصادقين	n	Anger
حرررك الله يرزق ملاكه ....	p	Happiness
السهم ماطاله من الاتفاعات شي ... لماذاجني الارباح	n	Anger
قنبله السهم حقيقه بس تعرف احنا شعب مطفوق مانصبر	n	Anger
يجيه يوم يطقق عليه كما تدين تدان	n	Anger
يبي يرجف عاد هذا المعرف معروف….	n	Anger
السهم تو تجزء وواضح رفعوه لعرض التصريف كما جصل سابقآ بشمس	t	Fear
اكره شي اشوف هي مسألة رهن اصل مقابل قرض! جازان سنوات من التعذيب النفسي لملاكها!	n	Anger
قدم شكوى لسوق المال	n	Anger
اعلى تاريخي السوق الامريكي من 100 سنه وحنا ازعجونا بالفائدة لا عقار نزل ولا سوق اسهم ارتفع	n	Anger
الواضح إن مضارب السهم لئيم جدا ..وبس ..!! السوق طلع 2000 نقطة وهو تركيع وجع ..!	n	Anger
أرجو الإجابه للضروره بحثت في عدة اعلانات لايوجد توضيح فقط مذكور ديون وقروض عاليه جدا بتويتر	t	Fear
أسأل الله أن ينتقم منك ويرد دعوتك عليك	n	Anger
السهم عكس كل كلامك وانه متجه ل ٢٢ ريال نصيحه لا تحط بذمتك شي	n	Anger
علم صح عليك انا مراقبه اما الباقيات ما اتابعها ويقولون كفايه دلع بيطق الميه وعذيب عذبني	n	Anger
حسبي الله عليهم ربح طيبة ٩ اشهر ٨٩ هلله دور ٩ اشهر ٢٨ هلله كيف تتم مبادلة سهم بسهم	n	Anger
3 مرات وهم يخفضون ويســـــــــــــرقون اموال الناس حسبنا الله عليهم ونعم الوكيل والله مشــكلة مع هذه الشركة الفاشـــــــــلة .!!	n	Anger
نصيحة لوجه الله لا تشريه يرفع ضغطك	n	Anger
ردد دائما وابدا حسبنا الله عليهم ونعم الوكيل هذا سهم مريييييييييييض	n	Anger
كانت بين يدينا بسعر 30 ريال وعايفينها تبينا ندخلها عقب مادبلت عدة دبلات وفي وقت قياسي!	n	Anger
هيئة التأمين متى ستقوم بدورها بدلا من البنك المركزي وايقاف العبث في شركات التأمين	n	Anger
قمة الفساااااااااااد حسبنا الله عليهم ونعم الوكيل ...	n	Anger
العبداللطيف كل ماشالوا العرض حط عرض جديد نعنبوه من مضارب دمر السهم الاسهم طارت وهو مكتفه	n	Anger
التامين كله يتعرض لتعذيب	n	Anger
اللي يقراء موضوعك وهو بكامل السيولة في السوق ايش تتوقع منه يسوي🤔 أحذر من قول حسبي الله ونعم الوكيل.	n	Anger
والله ما يحدث في قطاع البتروكيماويات اجراااااااااام وضرب متعمد ومقصود حسبنا الله ونعم الوكيل	n	Anger
الله يلعن مضاربه ويحرق ماله هو ومضارب المتحده مثل ما أحرقوا مالنا والله يريهم الخساره في أنفسهم واموالهم واولادهم	n	Anger
شرا بس ماباع و الان هوا بلشان والي معه بلشانين والي برا بلشانين يدخلوا اول لا	n	Anger
وهذا الي بيسير ويكسر مجاديف الاستثمارات الأخرى.... ،،،،	n	Anger
حسبنا الله على كل مرجف	n	Anger
ياليت يرفضون الاندماج لكن حسبنا الله ونعم الوكيل شكلهم ناوين الدمج بقوه	n	Anger
نفسي اعرف من وين تلطش الرسومات والتحليل اتحداك تفسر معنى ستوكاستيك... كم مره جبت تحليل سلبي ويطلع السوق بعدها...	n	Anger
خلو نتقاط في الشباب	t	Happiness
كل ربع تربح وآخر اعلان لها كانت ارباحها فوق 90٪ فوق الخيال ومانقول إلا حسبنا الله ونعم الوكيل	n	Anger
السهم اليوم دمار شامل	n	Anger
المضارب متورط ولم يجد من يصرف عليه كمياته	n	Anger
انتبه انتبه لا تتورط وتورط غيرك	n	Fear
يعني بالله علشان الشارت يبي ينزل هيا عاد	n	Anger
هالأكاذيب ماعاد تنطلي على الشعوب	n	Anger
العضو ( عين خير ) انت عندى في قائمة التجاهل .. ولا اعلم ماكتبت ولكن اقول الله لايحيك ....	n	Anger
وسوقنا ماله نصيب فقط اسهم معينه الي ترتفع والباقي تهميش	n	Anger
عطلان للأسف خدمة التداول عندهم صفر من ١٠٠	n	Anger
اقول انتبه للريالين الي معك لاتطير	n	Fear
أعرف أن لكل مجتهد نصيب السؤال أين هم من تحليلهم لماذا لا يوضحون فنيا وهل إختفاءهم إقرار بهزيمتهم فنيا	n	Anger
معاه ب 9 ونت عارف بلاش حركات	n	Anger
ياعيال دهون الحين يحذر هو والاماكن والشله وبعد ٨٠ يشترون فيها ويتعلق ويطبل هذا هو ذيب الحره تحروه يصيح منها	n	Anger
باعظيم 10 مليون وأقل من سعره ب 64 انا اتكلم عن المتحكم في السهم غثيث	n	Anger
له سنتين ماوزع ولا هلله الله يقلعه من ريت شغلتهم بس تغيير في المدراء	n	Anger
توقع كم شهر نصبر على غثآه	n	Anger
لن تشطب جميع خسائرها مالكم كيف تحكمووووووون ...سيبقى هناك خسائر مقدارها ٤٠ مليون يااخوااااااااااااااااااااااااااان	n	Anger
المفروض ولكن المتحكم ظالم لنفسه ولكل من معه حسبنا الله عليهم ونعم الوكيل ...	n	Anger
الهيئة تبي الاسهم محنطة لا تتحرك لكي ترتاح لذلك جالسة تطفش كبار المضاربين	n	Anger
اوسخ مضارب في السهم كل مايوصل ٣٠ يرش	n	Anger
صعود ثم هبده والله ذبحنا ذا السهم	n	Anger
اجل من وين تبيهم يصرفون؟؟	n	Anger
غصب طيب يبي ينشف السهم من الملاك اسلوب التطفيش الممتنع	n	Anger
لهم كم شهر والسهمين يطلع نص ريال وينزل ريال	t	Fear
اول ما يتأثر القير أو الونش يخبط على طول	n	Sadness
ميدغلف يجيب المرض طالع نازل	n	Anger
تخيل يسوونها المساهمين مع ادارات الشركات الفاسده	n	Anger
القديم قفل علي ماعاد يفتح	n	Anger
رفع ريال على كيس الاسمنت وانتهى الموضوع من يتحمل هذا الارتفاع المستهلك الاخير	n	Anger
واذا كلنا ابتعدنا عنه طيروه فووق	n	Anger
عدل لو شي بسيط ولا شف شركات ثانيه افضل لك اما تجلس كذا معلق	n	Anger
لازم يلحق الوطنية وبروج والا ماراح يخلونه اهل القطاع في حاله	n	Anger
قسم بالله تعدو كل الاعراف ودخلوا بالمسخرة الفعلية ما هذا	n	Anger
لا عبء ولا يحزنون سوف يرفعون سعر كيس الأسمنت ريال من اجل تكلفة الوقود مثل ما رفعت المراعي الزبادي ريال	n	Anger
قمة الفشل .. الاصرار على الفشل	n	Anger
كلام خطير ماذا اذا تفعل الشركة طوال هذه السنوات وماهو الحل	t	Fear
لو فيه تدبيلات ما راح يقولون ايام ازمة كرونا دبلت الاسهم والناس تتفرج	n	Anger
الله لايردهم افسدوا الاقتصاد العالمي ونفخوا فقاعته للحد الاقصى وهي على وشك الانفجار	n	Anger
ورينا الدبلات مافيه الا سلامه واتحاد الخليج والصقر ؟ غيرها مجمد تجميد متعمد ؟؟؟؟	n	Anger
الخساره تضاعفت حسبي الله ونعم الوكيل	n	Sadness
انخفاض التضخم بينما الفجار وتجار السلع والمستهلكات كل يوم بتربله القيم وتدبيل الاسعار لسداد فوتير الغلاء وتربلات قيم استهلاك الكهرب	n	Anger
المضارب متعمد ان السهم يتحرك ... ولاهو قادر يقفله نسبه في لحظه...	n	Anger
